task_id,issue_type,story_points,priority,team,current_stage,previous_stages_count,num_dependencies,entered_stage_date,next_stage_date,days_in_stage
T-0620,Task,5,Medium,Team A,In Review,2,4,2024-03-04,2024-03-09,4.95
T-0621,Feature,3,High,Team B,In Review,1,4,2024-05-14,2024-05-17,2.55
T-0622,Feature,1,High,Team A,In Review,2,0,2024-02-10,2024-02-12,2.16
T-0623,Feature,3,Medium,Team A,Backlog,0,1,2024-02-09,2024-02-14,4.53
T-0624,Bug,13,High,Team C,In Progress,3,4,2024-01-03,2024-01-12,8.75
T-0625,Bug,2,Medium,Team A,Testing,2,2,2024-05-24,2024-05-28,4.14
T-0626,Feature,5,Critical,Team A,In Progress,3,0,2024-04-19,2024-04-23,4.07
T-0627,Bug,2,Low,Team A,In Progress,3,3,2024-04-23,2024-05-02,8.91
T-0628,Task,3,Medium,Team C,In Progress,1,1,2024-04-21,2024-04-26,5.05
T-0629,Feature,1,Medium,Team C,In Progress,2,0,2024-06-28,2024-07-04,5.69
T-0630,Feature,3,Medium,Team B,In Progress,3,4,2024-05-29,2024-06-06,8.36
T-0631,Task,5,Medium,Team C,Backlog,3,1,2024-01-04,2024-01-09,5.13
T-0632,Task,2,High,Team A,In Progress,1,2,2024-05-13,2024-05-18,4.61
T-0633,Bug,5,Low,Team B,In Review,1,1,2024-06-14,2024-06-18,4.38
T-0634,Bug,5,Low,Team A,In Review,0,1,2024-01-26,2024-01-29,3.44
T-0635,Feature,8,High,Team A,Backlog,3,2,2024-05-18,2024-05-24,5.7
T-0636,Bug,2,Medium,Team B,Testing,0,5,2024-01-17,2024-01-23,5.63
T-0637,Bug,3,Critical,Team C,In Progress,3,2,2024-04-01,2024-04-05,4.3
T-0638,Feature,2,High,Team A,In Progress,0,1,2024-01-31,2024-02-04,4.45
T-0639,Feature,13,Critical,Team A,In Review,1,2,2024-06-11,2024-06-14,2.76
T-0640,Feature,8,High,Team A,In Review,2,5,2024-05-23,2024-05-29,6.14
T-0641,Feature,3,Medium,Team A,Testing,1,0,2024-04-16,2024-04-20,3.8
T-0642,Feature,8,Low,Team C,In Progress,0,2,2024-05-25,2024-06-04,9.98
T-0643,Feature,3,High,Team B,In Review,0,2,2024-04-20,2024-04-21,1.39
T-0644,Feature,5,Medium,Team B,Backlog,2,1,2024-04-10,2024-04-17,6.78
T-0645,Feature,1,Low,Team C,In Review,3,0,2024-04-21,2024-04-24,3.26
T-0646,Task,5,Medium,Team A,In Review,0,3,2024-03-02,2024-03-06,4.45
T-0647,Bug,1,Critical,Team B,In Progress,0,3,2024-04-21,2024-04-25,3.8
T-0648,Bug,8,Medium,Team B,In Progress,0,4,2024-06-03,2024-06-13,9.77
T-0649,Task,5,Medium,Team B,In Review,2,2,2024-06-11,2024-06-15,4.11
T-0650,Bug,5,Medium,Team C,Backlog,1,2,2024-04-25,2024-04-30,5.49
T-0651,Feature,1,Medium,Team C,Backlog,0,0,2024-06-21,2024-06-26,4.94
T-0652,Bug,2,Medium,Team A,In Review,2,5,2024-02-04,2024-02-08,4.01
T-0653,Bug,2,Medium,Team C,In Progress,0,3,2024-01-28,2024-02-02,4.6
T-0654,Task,3,Low,Team A,In Review,3,4,2024-04-12,2024-04-18,5.6
T-0655,Bug,1,High,Team A,In Progress,2,0,2024-05-04,2024-05-07,3.16
T-0656,Feature,8,Medium,Team A,Backlog,0,2,2024-04-11,2024-04-17,5.89
T-0657,Feature,3,High,Team A,In Review,2,3,2024-05-16,2024-05-18,2.33
T-0658,Feature,2,High,Team B,In Progress,0,4,2024-05-22,2024-05-28,5.93
T-0659,Bug,3,Medium,Team B,Backlog,1,1,2024-01-21,2024-01-26,4.62
T-0660,Bug,3,Medium,Team C,In Review,0,3,2024-02-21,2024-02-25,4.34
T-0661,Feature,5,Medium,Team B,In Progress,2,4,2024-06-11,2024-06-21,9.98
T-0662,Spike,3,High,Team B,In Progress,3,0,2024-04-06,2024-04-14,7.66
T-0663,Bug,8,Medium,Team A,In Progress,3,1,2024-02-20,2024-02-28,7.72
T-0664,Feature,3,Medium,Team A,In Review,3,4,2024-03-23,2024-03-26,2.6
T-0665,Feature,13,Medium,Team B,In Review,0,4,2024-02-24,2024-03-02,7.04
T-0666,Feature,8,Medium,Team B,In Review,1,2,2024-03-17,2024-03-23,6.39
T-0667,Feature,2,Low,Team C,Backlog,0,5,2024-05-06,2024-05-13,6.88
T-0668,Feature,8,Medium,Team A,In Review,3,3,2024-06-20,2024-06-26,5.83
T-0669,Feature,1,High,Team A,In Progress,2,2,2024-04-02,2024-04-08,5.92
T-0670,Feature,8,Medium,Team B,In Progress,3,1,2024-03-28,2024-04-07,10.38
T-0671,Feature,3,Medium,Team A,In Progress,2,5,2024-03-20,2024-03-28,7.65
T-0672,Task,8,Medium,Team A,In Review,1,4,2024-06-01,2024-06-04,3.03
T-0673,Feature,8,High,Team B,In Review,2,2,2024-04-01,2024-04-06,5.27
T-0674,Bug,8,Low,Team A,Backlog,0,5,2024-02-16,2024-02-25,8.98
T-0675,Bug,5,High,Team B,In Progress,0,3,2024-02-07,2024-02-14,6.59
T-0676,Spike,2,Medium,Team A,In Review,0,1,2024-05-18,2024-05-20,2.14
T-0677,Feature,1,Medium,Team A,Backlog,2,0,2024-01-15,2024-01-18,2.71
T-0678,Feature,3,Low,Team A,Testing,0,2,2024-01-01,2024-01-06,5.3
T-0679,Spike,2,Low,Team C,In Progress,0,1,2024-05-14,2024-05-21,6.87
T-0680,Task,5,Medium,Team A,In Progress,0,0,2024-01-01,2024-01-08,7.24
T-0681,Task,2,Medium,Team C,In Progress,1,2,2024-02-18,2024-02-24,6.26
T-0682,Feature,13,High,Team A,Backlog,2,1,2024-04-05,2024-04-12,6.78
T-0683,Feature,5,Low,Team C,Testing,2,1,2024-06-05,2024-06-12,7.43
T-0684,Bug,8,Medium,Team A,In Progress,3,5,2024-01-26,2024-02-05,9.52
T-0685,Spike,1,Medium,Team B,In Review,2,2,2024-03-27,2024-03-31,4.1
T-0686,Bug,8,Low,Team B,In Progress,1,1,2024-06-21,2024-07-01,9.97
T-0687,Bug,8,Low,Team C,Backlog,2,4,2024-04-02,2024-04-11,9.05
T-0688,Feature,3,Medium,Team A,Backlog,1,2,2024-04-11,2024-04-15,4.46
T-0689,Task,5,Medium,Team A,In Progress,1,1,2024-03-11,2024-03-18,7.39
T-0690,Feature,5,Medium,Team A,Testing,2,5,2024-05-19,2024-05-26,7.01
T-0691,Feature,2,Medium,Team C,In Progress,3,0,2024-04-04,2024-04-09,5.14
T-0692,Bug,3,Medium,Team B,In Progress,0,0,2024-06-08,2024-06-15,6.67
T-0693,Bug,3,Low,Team C,In Progress,0,4,2024-04-27,2024-05-05,7.54
T-0694,Feature,1,Medium,Team A,In Progress,2,2,2024-05-27,2024-06-02,5.81
T-0695,Feature,3,Critical,Team A,In Progress,2,5,2024-04-28,2024-05-04,5.7
T-0696,Bug,1,Medium,Team A,In Review,1,1,2024-02-20,2024-02-21,1.15
T-0697,Feature,1,Medium,Team C,In Progress,2,1,2024-03-21,2024-03-27,6.3
T-0698,Bug,1,Medium,Team B,In Progress,1,0,2024-02-05,2024-02-10,4.67
T-0699,Feature,13,High,Team C,Backlog,3,5,2024-03-07,2024-03-16,9.44
T-0700,Bug,3,High,Team A,Testing,2,4,2024-05-08,2024-05-11,2.72
T-0701,Bug,13,Medium,Team B,Backlog,0,0,2024-04-23,2024-04-30,6.84
T-0702,Feature,3,Critical,Team B,Backlog,0,0,2024-06-03,2024-06-06,2.96
T-0703,Feature,2,Low,Team A,In Progress,2,4,2024-04-20,2024-04-30,10.49
T-0704,Feature,3,Low,Team C,In Progress,1,2,2024-06-16,2024-06-25,9.0
T-0705,Feature,3,High,Team C,In Progress,0,1,2024-05-21,2024-05-25,4.34
T-0706,Spike,1,High,Team C,In Progress,1,2,2024-04-09,2024-04-14,5.06
T-0707,Feature,5,Low,Team B,In Review,2,5,2024-04-18,2024-04-26,8.33
T-0708,Task,2,Medium,Team A,Backlog,2,3,2024-04-29,2024-05-04,4.63
T-0709,Feature,5,Low,Team A,In Review,0,3,2024-03-19,2024-03-24,4.94
T-0710,Bug,5,Medium,Team C,In Progress,2,3,2024-05-13,2024-05-18,5.32
T-0711,Task,2,High,Team A,In Progress,3,4,2024-06-09,2024-06-14,5.43
T-0712,Bug,1,Medium,Team B,In Progress,3,0,2024-01-19,2024-01-23,3.85
T-0713,Bug,5,Medium,Team B,In Progress,0,2,2024-05-06,2024-05-13,6.99
T-0714,Bug,3,Medium,Team B,In Review,3,1,2024-01-29,2024-02-02,4.1
T-0715,Feature,1,Low,Team C,In Progress,1,3,2024-01-24,2024-01-30,5.9
T-0716,Spike,13,Medium,Team A,In Progress,0,2,2024-05-30,2024-06-13,13.57
T-0717,Task,1,Medium,Team A,In Progress,0,3,2024-01-10,2024-01-15,5.06
T-0718,Spike,5,Critical,Team A,Testing,1,3,2024-04-14,2024-04-18,4.09
T-0719,Feature,13,High,Team B,In Progress,3,1,2024-06-17,2024-06-28,11.05
T-0720,Task,2,Low,Team A,Testing,3,5,2024-06-25,2024-07-01,5.9
T-0721,Spike,1,High,Team A,In Progress,3,5,2024-05-24,2024-05-30,5.93
T-0722,Feature,1,High,Team C,Backlog,0,5,2024-06-21,2024-06-26,5.4
T-0723,Feature,2,High,Team C,Backlog,0,4,2024-06-06,2024-06-09,2.98
T-0724,Task,1,Medium,Team A,In Progress,3,0,2024-06-20,2024-06-24,3.79
T-0725,Bug,5,Medium,Team A,Backlog,2,4,2024-02-24,2024-03-01,5.82
T-0726,Task,1,Medium,Team C,Backlog,3,2,2024-05-26,2024-05-30,4.04
T-0727,Feature,3,Low,Team A,Testing,1,4,2024-06-05,2024-06-12,7.24
T-0728,Task,13,Medium,Team A,In Review,0,2,2024-01-02,2024-01-07,5.26
T-0729,Feature,8,Medium,Team A,In Review,1,2,2024-06-12,2024-06-17,5.26
T-0730,Feature,5,Medium,Team B,Backlog,1,0,2024-05-26,2024-06-01,5.51
T-0731,Feature,2,High,Team A,Backlog,0,1,2024-05-14,2024-05-18,3.55
T-0732,Task,5,Medium,Team C,Backlog,2,0,2024-06-02,2024-06-08,5.52
T-0733,Bug,3,Low,Team B,In Review,3,5,2024-04-20,2024-04-25,4.63
T-0734,Bug,3,Critical,Team B,Testing,1,5,2024-02-07,2024-02-09,1.58
T-0735,Feature,1,High,Team A,In Progress,0,4,2024-05-10,2024-05-15,5.49
T-0736,Task,8,High,Team B,Backlog,1,2,2024-04-11,2024-04-19,7.95
T-0737,Feature,3,Critical,Team B,In Progress,3,3,2024-04-04,2024-04-09,5.49
T-0738,Task,2,Medium,Team C,In Progress,2,3,2024-04-01,2024-04-07,6.23
T-0739,Bug,3,Critical,Team C,In Progress,2,2,2024-03-11,2024-03-14,3.11
T-0740,Feature,3,Low,Team B,In Progress,2,0,2024-06-19,2024-06-30,10.68
T-0741,Bug,8,Medium,Team C,In Review,0,1,2024-01-24,2024-01-27,3.23
T-0742,Feature,5,Medium,Team C,Backlog,0,0,2024-06-15,2024-06-20,4.55
T-0743,Task,5,Low,Team C,Backlog,2,2,2024-03-08,2024-03-16,7.7
T-0744,Bug,1,Low,Team A,Testing,3,2,2024-05-07,2024-05-12,4.67
T-0745,Feature,3,Medium,Team A,Backlog,3,1,2024-04-02,2024-04-06,4.25
T-0746,Task,3,High,Team A,Backlog,0,4,2024-02-13,2024-02-18,4.7
T-0747,Feature,1,Medium,Team B,Backlog,2,4,2024-05-12,2024-05-17,5.4
T-0748,Bug,2,Low,Team B,Backlog,3,1,2024-02-24,2024-02-29,5.18
T-0749,Spike,5,High,Team B,In Progress,3,4,2024-06-06,2024-06-17,11.43
T-0750,Bug,1,Medium,Team C,In Review,3,3,2024-01-29,2024-01-31,2.47
T-0751,Feature,3,Medium,Team C,In Progress,0,4,2024-06-02,2024-06-09,7.35
T-0752,Spike,2,Medium,Team C,In Progress,2,4,2024-06-02,2024-06-10,7.73
T-0753,Bug,1,Medium,Team A,In Progress,1,4,2024-02-06,2024-02-11,4.61
T-0754,Feature,2,Medium,Team B,In Progress,2,3,2024-04-24,2024-05-03,8.63
T-0755,Feature,13,High,Team A,In Review,2,4,2024-06-29,2024-07-05,5.95
T-0756,Task,8,Medium,Team A,In Review,0,5,2024-06-06,2024-06-10,4.33
T-0757,Bug,13,Medium,Team A,Backlog,3,3,2024-01-03,2024-01-12,8.99
T-0758,Bug,3,High,Team A,In Review,3,1,2024-05-01,2024-05-03,1.89
T-0759,Task,1,High,Team B,In Progress,0,0,2024-02-12,2024-02-15,3.16
T-0760,Task,3,Low,Team C,Testing,0,1,2024-01-07,2024-01-11,4.19
T-0761,Feature,3,Low,Team A,In Progress,0,0,2024-05-04,2024-05-12,7.65
T-0762,Feature,8,Low,Team B,Testing,0,1,2024-02-18,2024-02-27,9.2
T-0763,Feature,1,Medium,Team B,In Review,0,5,2024-04-30,2024-05-05,4.96
T-0764,Task,3,Medium,Team A,Backlog,1,0,2024-03-13,2024-03-17,4.06
T-0765,Feature,2,Low,Team B,In Progress,2,0,2024-02-10,2024-02-18,8.05
T-0766,Bug,2,Critical,Team A,Testing,2,2,2024-04-15,2024-04-18,2.56
T-0767,Task,5,Medium,Team B,In Review,2,0,2024-03-17,2024-03-20,2.76
T-0768,Task,3,Medium,Team B,Backlog,3,0,2024-05-06,2024-05-11,5.09
T-0769,Feature,3,Medium,Team A,In Review,1,2,2024-03-31,2024-04-04,3.68
T-0770,Task,3,Medium,Team A,In Progress,2,4,2024-06-03,2024-06-10,7.48
T-0771,Feature,3,Low,Team B,Backlog,3,4,2024-01-08,2024-01-18,10.48
T-0772,Task,5,Medium,Team C,In Progress,1,2,2024-02-01,2024-02-10,8.9
T-0773,Feature,8,High,Team A,Backlog,1,3,2024-03-04,2024-03-11,6.57
T-0774,Feature,13,Medium,Team B,In Review,3,0,2024-05-17,2024-05-25,7.63
T-0775,Task,5,Medium,Team B,In Progress,1,0,2024-01-13,2024-01-22,9.28
T-0776,Feature,2,Medium,Team C,In Review,3,2,2024-04-02,2024-04-04,2.48
T-0777,Feature,5,Low,Team C,Backlog,2,2,2024-06-11,2024-06-19,7.77
T-0778,Task,3,Low,Team B,In Progress,3,3,2024-03-01,2024-03-11,10.44
T-0779,Task,2,Medium,Team B,Backlog,1,5,2024-01-08,2024-01-15,6.54
T-0780,Bug,8,Medium,Team C,Backlog,2,4,2024-01-29,2024-02-05,6.72
T-0781,Bug,1,Low,Team A,Backlog,2,1,2024-04-04,2024-04-08,3.89
T-0782,Bug,8,High,Team A,Backlog,0,5,2024-02-10,2024-02-15,5.26
T-0783,Feature,3,Critical,Team A,In Progress,0,4,2024-06-06,2024-06-11,5.23
T-0784,Feature,5,High,Team C,In Progress,1,0,2024-05-28,2024-06-01,4.22
T-0785,Feature,5,High,Team C,In Progress,3,5,2024-01-11,2024-01-18,7.15
T-0786,Spike,8,Medium,Team A,In Progress,3,2,2024-01-02,2024-01-13,10.57
T-0787,Bug,5,Critical,Team B,In Review,1,3,2024-06-26,2024-06-29,2.63
T-0788,Bug,5,Low,Team B,Testing,2,4,2024-06-17,2024-06-27,9.52
T-0789,Bug,1,Critical,Team A,In Progress,1,3,2024-05-10,2024-05-11,1.41
T-0790,Spike,3,Critical,Team C,In Progress,1,4,2024-03-20,2024-03-25,4.86
T-0791,Feature,2,High,Team A,Backlog,2,5,2024-06-27,2024-07-01,3.97
T-0792,Bug,5,Critical,Team A,Testing,3,0,2024-03-27,2024-03-31,3.6
T-0793,Bug,3,Medium,Team B,Backlog,1,1,2024-06-01,2024-06-05,4.35
T-0794,Bug,5,Medium,Team B,In Progress,3,3,2024-06-06,2024-06-15,8.75
T-0795,Feature,1,Medium,Team A,In Progress,1,3,2024-04-15,2024-04-21,6.15
T-0796,Task,1,Medium,Team B,In Progress,2,1,2024-05-18,2024-05-25,6.85
T-0797,Spike,5,Low,Team B,Backlog,2,3,2024-01-17,2024-01-29,12.38
T-0798,Bug,1,Medium,Team A,In Review,0,3,2024-06-02,2024-06-03,1.49
T-0799,Bug,1,Critical,Team A,Backlog,2,4,2024-01-23,2024-01-25,1.75
T-0800,Spike,1,Low,Team B,In Progress,0,4,2024-06-28,2024-07-08,10.36
T-0801,Task,13,High,Team A,Backlog,1,1,2024-02-17,2024-02-23,5.55
T-0802,Feature,5,High,Team C,Backlog,3,0,2024-01-20,2024-01-25,5.07
T-0803,Bug,3,High,Team C,Testing,2,5,2024-01-02,2024-01-07,4.84
T-0804,Bug,2,Critical,Team C,Backlog,2,5,2024-03-28,2024-03-30,2.31
T-0805,Bug,2,Medium,Team A,In Review,2,3,2024-01-31,2024-02-02,2.26
T-0806,Task,5,Critical,Team C,In Progress,1,0,2024-06-03,2024-06-06,3.37
T-0807,Spike,5,High,Team B,Backlog,0,1,2024-05-09,2024-05-14,5.4
T-0808,Spike,2,Low,Team A,Testing,1,1,2024-03-18,2024-03-25,6.56
T-0809,Bug,2,Medium,Team A,Backlog,3,4,2024-01-04,2024-01-07,2.97
T-0810,Feature,1,High,Team A,In Review,1,3,2024-05-20,2024-05-22,1.69
T-0811,Spike,5,Medium,Team B,Backlog,3,2,2024-06-11,2024-06-19,7.82
T-0812,Task,5,Medium,Team B,In Review,2,1,2024-05-07,2024-05-10,3.42
T-0813,Feature,2,Medium,Team A,Backlog,3,3,2024-05-13,2024-05-16,3.22
T-0814,Spike,1,Low,Team B,In Progress,3,0,2024-01-31,2024-02-08,7.57
T-0815,Task,1,Medium,Team A,In Review,0,4,2024-05-17,2024-05-19,1.77
T-0816,Bug,13,High,Team B,Testing,3,5,2024-01-21,2024-01-30,8.78
T-0817,Bug,2,Medium,Team A,Testing,3,0,2024-01-23,2024-01-26,3.38
T-0818,Feature,5,Low,Team C,In Review,1,1,2024-05-10,2024-05-14,4.07
T-0819,Feature,5,Low,Team C,In Review,2,1,2024-06-08,2024-06-13,5.43
T-0820,Feature,3,Medium,Team B,Backlog,1,0,2024-05-27,2024-06-02,5.82
T-0821,Task,2,High,Team A,In Progress,1,1,2024-01-29,2024-02-02,4.43
T-0822,Feature,1,Medium,Team A,In Progress,2,3,2024-04-14,2024-04-21,6.54
T-0823,Feature,5,Medium,Team C,In Progress,2,1,2024-02-21,2024-02-28,6.69
T-0824,Feature,5,Medium,Team A,In Progress,3,4,2024-04-24,2024-05-03,9.13
T-0825,Bug,5,Medium,Team A,In Progress,3,3,2024-06-22,2024-06-28,6.15
T-0826,Spike,3,High,Team A,Backlog,0,2,2024-06-10,2024-06-14,4.07
T-0827,Feature,1,High,Team B,In Progress,1,1,2024-04-10,2024-04-16,5.63
T-0828,Feature,13,Low,Team B,Backlog,2,1,2024-03-24,2024-04-07,14.44
T-0829,Task,5,Medium,Team C,In Progress,3,4,2024-03-01,2024-03-09,8.19
T-0830,Bug,2,Low,Team A,In Progress,2,4,2024-05-04,2024-05-12,8.3
T-0831,Feature,13,Medium,Team A,In Review,3,5,2024-03-11,2024-03-17,5.57
T-0832,Bug,5,Medium,Team C,In Review,0,0,2024-03-10,2024-03-12,2.22
T-0833,Feature,3,Low,Team C,In Progress,0,0,2024-05-18,2024-05-25,6.7
T-0834,Feature,5,Medium,Team A,Backlog,2,0,2024-04-17,2024-04-24,6.64
T-0835,Bug,8,Medium,Team B,In Progress,0,4,2024-01-21,2024-01-31,9.85
T-0836,Bug,5,High,Team A,Backlog,2,0,2024-05-10,2024-05-14,3.96
T-0837,Spike,1,Critical,Team C,In Progress,3,0,2024-03-22,2024-03-26,3.81
T-0838,Feature,2,Low,Team A,In Progress,1,2,2024-03-28,2024-04-05,8.25
T-0839,Bug,8,High,Team C,Backlog,0,0,2024-04-20,2024-04-25,4.92
T-0840,Bug,2,Medium,Team B,In Progress,3,1,2024-01-10,2024-01-14,4.27
T-0841,Feature,3,Medium,Team B,Testing,1,5,2024-06-03,2024-06-10,7.11
T-0842,Bug,3,High,Team A,Testing,1,4,2024-01-12,2024-01-17,4.68
T-0843,Feature,3,High,Team B,In Progress,1,3,2024-01-07,2024-01-12,5.17
T-0844,Spike,5,Critical,Team B,Backlog,3,5,2024-05-24,2024-05-30,6.45
T-0845,Feature,8,Medium,Team A,Backlog,3,2,2024-04-23,2024-04-30,7.18
T-0846,Bug,2,Medium,Team B,In Progress,2,4,2024-01-26,2024-02-02,7.08
T-0847,Feature,1,High,Team C,Testing,1,4,2024-01-15,2024-01-18,3.08
T-0848,Spike,2,Medium,Team B,Backlog,1,1,2024-02-02,2024-02-08,6.35
T-0849,Bug,8,Medium,Team B,In Review,1,5,2024-03-02,2024-03-07,5.05
T-0850,Bug,5,Medium,Team A,Backlog,2,5,2024-02-16,2024-02-23,6.69
T-0851,Feature,2,Medium,Team B,Testing,1,0,2024-04-04,2024-04-09,5.13
T-0852,Task,8,Medium,Team A,In Progress,3,1,2024-02-04,2024-02-12,8.22
T-0853,Feature,8,Low,Team B,In Review,1,0,2024-03-16,2024-03-23,6.62
T-0854,Task,8,High,Team C,In Progress,0,0,2024-05-02,2024-05-07,4.94
T-0855,Feature,8,Low,Team B,In Progress,3,4,2024-03-23,2024-04-09,17.48
T-0856,Feature,2,Medium,Team A,Backlog,2,5,2024-01-25,2024-01-31,5.64
T-0857,Feature,5,Medium,Team A,Backlog,1,0,2024-02-26,2024-03-03,5.92
T-0858,Bug,3,Low,Team B,Testing,0,2,2024-02-01,2024-02-07,6.41
T-0859,Bug,8,Low,Team B,Testing,2,2,2024-03-03,2024-03-12,9.09
T-0860,Feature,5,Low,Team C,In Review,2,5,2024-01-12,2024-01-18,5.5
T-0861,Task,5,High,Team C,In Progress,3,2,2024-03-03,2024-03-08,4.96
T-0862,Bug,5,Medium,Team B,In Review,2,4,2024-03-17,2024-03-21,4.48
T-0863,Bug,2,Critical,Team A,Backlog,2,1,2024-04-01,2024-04-03,1.78
T-0864,Bug,3,Medium,Team A,In Progress,2,3,2024-01-01,2024-01-06,4.73
T-0865,Bug,13,Medium,Team A,In Progress,2,0,2024-06-27,2024-07-05,8.04
T-0866,Bug,8,Medium,Team A,In Progress,1,3,2024-03-10,2024-03-20,9.53
T-0867,Feature,1,Medium,Team B,In Progress,1,1,2024-05-15,2024-05-21,5.73
T-0868,Feature,2,High,Team B,Backlog,1,1,2024-05-12,2024-05-17,4.96
T-0869,Task,1,Medium,Team B,In Progress,1,4,2024-03-26,2024-04-02,6.52
T-0870,Spike,5,Medium,Team A,In Review,0,2,2024-02-08,2024-02-13,5.1
T-0871,Feature,8,High,Team A,In Progress,1,2,2024-01-23,2024-02-01,8.52
T-0872,Feature,2,High,Team A,Backlog,2,1,2024-03-08,2024-03-11,3.07
T-0873,Bug,3,High,Team A,Backlog,1,4,2024-06-28,2024-06-30,2.18
T-0874,Bug,8,Medium,Team C,Backlog,1,4,2024-01-04,2024-01-09,4.68
T-0875,Feature,5,High,Team A,In Progress,3,5,2024-05-05,2024-05-13,7.55
T-0876,Feature,3,Medium,Team B,In Progress,2,0,2024-06-23,2024-07-02,8.75
T-0877,Task,3,Medium,Team A,In Progress,1,2,2024-01-21,2024-01-27,5.9
T-0878,Bug,3,Medium,Team C,In Progress,1,1,2024-04-14,2024-04-19,5.11
T-0879,Feature,2,Medium,Team B,In Progress,1,5,2024-03-06,2024-03-16,9.65
T-0880,Feature,3,Low,Team A,In Review,0,3,2024-01-07,2024-01-12,4.59
T-0881,Feature,5,Medium,Team B,Backlog,1,2,2024-02-18,2024-02-25,6.87
T-0882,Bug,8,High,Team B,In Progress,3,0,2024-01-16,2024-01-23,7.35
T-0883,Feature,5,Medium,Team C,In Review,2,4,2024-05-24,2024-05-29,4.65
T-0884,Feature,5,Low,Team A,Backlog,2,1,2024-03-24,2024-03-31,7.49
T-0885,Task,2,Low,Team C,Backlog,1,2,2024-03-27,2024-04-01,4.74
T-0886,Feature,3,High,Team C,In Review,1,3,2024-04-07,2024-04-10,2.82
T-0887,Bug,1,Medium,Team C,In Progress,1,0,2024-03-15,2024-03-20,4.83
T-0888,Feature,2,Medium,Team B,In Progress,2,0,2024-02-03,2024-02-11,8.1
T-0889,Feature,5,High,Team B,Backlog,2,5,2024-06-09,2024-06-16,7.0
T-0890,Feature,13,High,Team B,In Progress,0,2,2024-01-26,2024-02-06,11.22
T-0891,Task,1,Medium,Team C,In Progress,3,3,2024-03-06,2024-03-12,6.03
T-0892,Task,3,Medium,Team B,Backlog,0,0,2024-05-04,2024-05-08,4.42
T-0893,Task,8,High,Team B,In Progress,3,1,2024-03-03,2024-03-12,8.56
T-0894,Feature,2,Medium,Team B,Backlog,0,0,2024-03-27,2024-04-02,5.51
T-0895,Bug,3,Low,Team B,In Progress,2,3,2024-02-10,2024-02-19,8.6
T-0896,Feature,5,High,Team C,Backlog,0,4,2024-04-07,2024-04-11,3.65
T-0897,Feature,5,Medium,Team A,Backlog,3,4,2024-05-03,2024-05-10,6.86
T-0898,Task,2,Medium,Team C,In Progress,1,5,2024-03-19,2024-03-26,6.63
T-0899,Feature,3,Medium,Team B,Backlog,3,2,2024-01-10,2024-01-17,7.16
T-0900,Feature,5,Low,Team C,Testing,1,3,2024-01-15,2024-01-22,6.98
T-0901,Feature,3,Low,Team B,Backlog,2,5,2024-02-11,2024-02-19,7.53
T-0902,Feature,1,High,Team A,In Progress,3,0,2024-04-02,2024-04-06,4.05
T-0903,Feature,5,Low,Team C,Backlog,0,0,2024-01-17,2024-01-23,5.96
T-0904,Bug,1,Medium,Team A,In Progress,3,4,2024-01-09,2024-01-14,4.9
T-0905,Bug,5,Medium,Team C,Testing,1,5,2024-04-23,2024-04-28,4.85
T-0906,Task,2,Low,Team B,Backlog,2,4,2024-02-05,2024-02-13,8.27
T-0907,Task,13,Critical,Team B,Testing,0,1,2024-02-05,2024-02-10,5.16
T-0908,Feature,3,Medium,Team A,Backlog,3,4,2024-02-17,2024-02-24,6.59
T-0909,Feature,2,Medium,Team B,In Review,1,1,2024-02-20,2024-02-23,3.13
T-0910,Feature,1,Medium,Team A,In Progress,0,0,2024-04-06,2024-04-10,4.24
T-0911,Bug,2,Medium,Team A,In Review,2,5,2024-04-28,2024-05-01,2.92
T-0912,Feature,8,Low,Team A,In Progress,0,1,2024-04-04,2024-04-15,11.42
T-0913,Bug,13,High,Team A,In Progress,2,5,2024-03-10,2024-03-19,8.64
T-0914,Bug,3,Critical,Team C,Backlog,0,5,2024-03-14,2024-03-18,4.02
T-0915,Bug,3,Medium,Team C,Backlog,3,1,2024-03-20,2024-03-25,4.56
T-0916,Bug,5,Medium,Team A,Testing,1,2,2024-03-08,2024-03-12,4.42
T-0917,Feature,8,High,Team B,In Progress,3,4,2024-05-29,2024-06-09,11.38
T-0918,Spike,3,High,Team A,In Progress,3,1,2024-03-17,2024-03-24,7.12
T-0919,Task,3,Medium,Team B,In Review,2,0,2024-04-25,2024-04-28,3.02
T-0920,Feature,3,Medium,Team C,In Progress,2,5,2024-01-06,2024-01-14,7.9
T-0921,Task,5,Medium,Team C,Testing,2,3,2024-06-02,2024-06-09,6.88
T-0922,Bug,1,High,Team B,In Review,3,1,2024-03-15,2024-03-19,3.94
T-0923,Task,5,High,Team C,In Progress,0,4,2024-03-28,2024-04-03,5.86
T-0924,Task,3,Low,Team A,In Review,0,5,2024-01-03,2024-01-07,3.64
T-0925,Bug,5,Medium,Team C,Backlog,3,2,2024-02-21,2024-02-26,4.67
T-0926,Feature,1,High,Team A,In Progress,3,0,2024-03-14,2024-03-19,5.28
T-0927,Feature,3,High,Team B,In Progress,1,2,2024-05-04,2024-05-09,5.47
T-0928,Bug,3,Critical,Team B,Backlog,2,3,2024-03-05,2024-03-08,3.06
T-0929,Bug,5,High,Team B,In Review,2,1,2024-02-21,2024-02-24,3.16
